	chrom	start	end	geneid	genename	gains	losses
22346	9	32384600	32450832	NM_002197	ACO1	0	0
22347	9	32384600	32450832	NM_001278352	ACO1	0	0
22348	9	32455299	32526322	NM_014314	DDX58	0	0
22349	9	32540541	32552626	NM_001195622	TOPORS	0	0
22350	9	32540541	32552626	NM_005802	TOPORS	0	0
22351	9	32551141	32553015	NR_033991	TOPORS-AS1	0	0
22352	9	32551714	32553015	NR_033992	TOPORS-AS1	0	0
22353	9	32552231	32566858	NR_102376	TOPORS-AS1	0	0
22354	9	32552231	32566858	NR_102377	TOPORS-AS1	0	0
22355	9	32553523	32573182	NM_182739	NDUFB6	0	0
22356	9	32553523	32573182	NM_002493	NDUFB6	0	0
22357	9	32553523	32573182	NM_001199987	NDUFB6	0	0
22358	9	32629451	32635667	NM_153809	TAF1L	0	0
22359	9	32783496	32789199	NM_212558	TMEM215	0	0
22360	9	32972603	33001639	NM_175073	APTX	0	0
22361	9	32972603	33001639	NM_175069	APTX	0	0
22362	9	32972603	33001610	NM_001195254	APTX	0	0
22363	9	32972603	33001639	NM_001195252	APTX	0	0
22364	9	32972603	33001639	NM_001195251	APTX	0	0
22365	9	32972603	33001639	NM_001195250	APTX	0	0
22366	9	32972603	33001574	NM_001195249	APTX	0	0
22367	9	32972603	33001574	NR_036579	APTX	0	0
22368	9	32972603	33001610	NR_036578	APTX	0	0
22369	9	32972603	33001639	NR_036577	APTX	0	0
22370	9	32972603	33001639	NR_036576	APTX	0	0
22371	9	32972603	33001639	NM_001195248	APTX	0	0
22372	9	33025208	33039062	NM_001539	DNAJA1	0	0
22373	9	33041849	33076714	NM_018225	SMU1	0	0
22374	9	33110638	33167356	NM_001497	B4GALT1	0	0
22375	9	33166945	33179981	NR_108110	B4GALT1-AS1	0	0
22376	9	33166945	33179981	NR_108109	B4GALT1-AS1	0	0
22377	9	33167856	33179981	NR_108108	B4GALT1-AS1	0	0
22378	9	33240195	33248565	NM_014471	SPINK4	0	0
22379	9	33252469	33264759	NM_001172415	BAG1	0	0
22380	9	33252469	33264759	NM_004323	BAG1	0	0
22381	9	33264876	33282067	NM_001195536	CHMP5	0	0
22382	9	33264876	33282067	NM_016410	CHMP5	0	0
22383	9	33290417	33371155	NM_002504	NFX1	0	0
22384	9	33290417	33365168	NM_147133	NFX1	0	0
22385	9	33290417	33348721	NM_147134	NFX1	0	0
22386	9	33384947	33402517	NM_001170	AQP7	0	0
22387	9	33441151	33447631	NM_004925	AQP3	0	0
22388	9	33461350	33473941	NM_139235	NOL6	0	0
22389	9	33461350	33473941	NM_022917	NOL6	0	0
22390	9	33467866	33467933	NR_106910	MIR6851	0	0
22391	9	33504534	33511164	NR_003667	SUGT1P1	0	0
22392	9	33524410	33573001	NM_001244752	ANKRD18B	0	0
22393	9	33624222	33625532	NR_003573	ANXA2P2	0	0
22394	9	33673501	33677418	NR_023917	PTENP1	0	0
22395	9	33677265	33688008	NR_103745	PTENP1-AS	0	0
22396	9	33732972	33738414	NR_109755	LINC01251	0	0
22397	9	33750463	33799229	NM_001197097	PRSS3	0	0
22398	9	33750463	33799229	NM_007343	PRSS3	0	0
22399	9	33750818	33799229	NM_001197098	PRSS3	0	0
22400	9	33795558	33799229	NM_002771	PRSS3	0	0
22401	9	33817181	33920401	NM_017811	UBE2R2	0	0
22402	9	33921690	34048947	NM_018449	UBAP2	0	0
22403	9	33921690	33934362	NM_001282530	UBAP2	0	0
22404	9	33921690	34048947	NM_001282529	UBAP2	0	0
22405	9	33934294	33934373	NR_102370	SNORD121B	0	0
22406	9	33952761	33952852	NR_003685	SNORD121A	0	0
22407	9	34086380	34126771	NM_015397	DCAF12	0	0
22408	9	34179002	34252521	NM_001171202	UBAP1	0	0
22409	9	34179002	34252521	NM_001171201	UBAP1	0	0
22410	9	34179002	34252521	NM_016525	UBAP1	0	0
22411	9	34179002	34252521	NR_033243	UBAP1	0	0
22412	9	34179002	34252521	NM_001171204	UBAP1	0	0
22413	9	34179002	34252521	NM_001171203	UBAP1	0	0
22414	9	34252377	34329198	NM_194313	KIF24	0	0
22415	9	34329503	34343711	NM_147173	NUDT2	0	0
22416	9	34329503	34343711	NM_147172	NUDT2	0	0
22417	9	34329503	34343711	NM_001161	NUDT2	0	0
22418	9	34329503	34343711	NM_001244390	NUDT2	0	0
22419	9	34366663	34376894	NM_020702	KIAA1161	0	0
22420	9	34379016	34381598	NM_147169	C9orf24	0	0
22421	9	34379016	34381598	NM_147168	C9orf24	0	0
22422	9	34379016	34397849	NM_032596	C9orf24	0	0
22423	9	34379016	34381598	NM_001252195	C9orf24	0	0
22424	9	34398181	34458568	NM_001184943	FAM219A	0	0
22425	9	34398181	34458568	NM_001184942	FAM219A	0	0
22426	9	34398181	34458568	NM_001184941	FAM219A	0	0
22427	9	34398181	34458568	NM_147202	FAM219A	0	0
22428	9	34398181	34458568	NM_001184945	FAM219A	0	0
22429	9	34398181	34458568	NM_001184940	FAM219A	0	0
22430	9	34458749	34520987	NM_012144	DNAI1	0	0
22431	9	34458749	34520987	NM_001281428	DNAI1	0	0
22432	9	34521039	34523037	NM_198573	ENHO	0	0
22433	9	34551429	34589735	NM_147164	CNTFR	0	0
22434	9	34551429	34589735	NM_001842	CNTFR	0	0
22435	9	34551429	34590138	NM_001207011	CNTFR	0	0
22436	9	34568009	34583070	NR_024369	CNTFR-AS1	0	0
22437	9	34610481	34612110	NM_148179	RPP25L	0	0
22438	9	34610481	34612110	NM_148178	RPP25L	0	0
22439	9	34613541	34620520	NM_007234	DCTN3	0	0
22440	9	34613541	34620520	NM_024348	DCTN3	0	0
22441	9	34613541	34620520	NM_001281427	DCTN3	0	0
22442	9	34613541	34620520	NM_001281426	DCTN3	0	0
22443	9	34613541	34620520	NM_001281425	DCTN3	0	0
22444	9	34621454	34628011	NM_001017363	ARID3C	0	0
22445	9	34634718	34637823	NM_147157	SIGMAR1	0	0
22446	9	34634718	34637823	NM_001282207	SIGMAR1	0	0
22447	9	34634718	34637823	NM_001282205	SIGMAR1	0	0
22448	9	34634718	34637823	NM_001282208	SIGMAR1	0	0
22449	9	34634718	34637823	NR_104108	SIGMAR1	0	0
22450	9	34634718	34637823	NM_005866	SIGMAR1	0	0
22451	9	34634718	34637823	NM_001282206	SIGMAR1	0	0
22452	9	34634718	34637823	NM_001282209	SIGMAR1	0	0
22453	9	34646585	34650595	NM_000155	GALT	0	0
22454	9	34646585	34650595	NM_001258332	GALT	0	0
22455	9	34652181	34661898	NM_001142784	IL11RA	0	0
22456	9	34653893	34661898	NR_052010	IL11RA	0	0
22457	9	34661879	34662689	NM_006664	CCL27	0	0
22458	9	34689566	34691274	NM_006274	CCL19	0	0
22459	9	34709001	34710164	NM_002989	CCL21	0	0
22460	9	34723049	34729535	NM_001141917	FAM205A	0	0
22461	9	34830263	34838583	NR_024481	FAM205BP	0	0
22462	9	34957483	34978194	NM_001304333	KIAA1045	0	0
22463	9	34958191	34982541	NM_015297	KIAA1045	0	0
22464	9	34985408	34989376	NR_109756	DNAJB5-AS1	0	0
22465	9	34989637	34998430	NM_012266	DNAJB5	0	0
22466	9	34989637	34998430	NM_001135004	DNAJB5	0	0
22467	9	34990266	34998430	NM_001135005	DNAJB5	0	0
22468	9	35041091	35045988	NM_001040412	C9orf131	0	0
22469	9	35041091	35045988	NM_001040411	C9orf131	0	0
22470	9	35042204	35045988	NM_001040410	C9orf131	0	0
22471	9	35042204	35045988	NM_203299	C9orf131	0	0
22472	9	35042468	35045988	NM_001287391	C9orf131	0	0
22473	9	35056064	35072739	NM_007126	VCP	0	0
22474	9	35073834	35080013	NM_004629	FANCG	0	0
22475	9	35088684	35096598	NM_152850	PIGO	0	0
22476	9	35088684	35096546	NM_001201484	PIGO	0	0
22477	9	35088684	35096546	NM_032634	PIGO	0	0
22478	9	35099772	35103192	NM_013442	STOML2	0	0
22479	9	35099772	35103192	NM_001287032	STOML2	0	0
22480	9	35099772	35103192	NM_001287031	STOML2	0	0
22481	9	35099772	35103192	NM_001287033	STOML2	0	0
22482	9	35104117	35115893	NM_025182	FAM214B	0	0
22483	9	35161988	35405332	NM_006377	UNC13B	0	0
22484	9	35406751	35451105	NR_003582	ATP8B5P	0	0
22485	9	35406751	35483026	NR_003581	ATP8B5P	0	0
22486	9	35406751	35451105	NR_110320	ATP8B5P	0	0
22487	9	35489948	35561895	NM_014806	RUSC2	0	0
22488	9	35489948	35561895	NR_052015	RUSC2	0	0
22489	9	35538628	35561895	NM_001135999	RUSC2	0	0
22490	9	35561826	35563896	NM_001099951	FAM166B	0	0
22491	9	35561826	35563896	NM_001164310	FAM166B	0	0
22492	9	35561826	35563896	NM_001287239	FAM166B	0	0
22493	9	35561826	35563896	NM_001287238	FAM166B	0	0
22494	9	35605280	35610038	NM_006285	TESK1	0	0
22495	9	35608090	35608156	NR_039813	MIR4667	0	0
22496	9	35609975	35618424	NM_001782	CD72	0	0
22497	9	35649296	35650947	NM_014450	SIT1	0	0
22498	9	35657747	35658015	NR_003051	RMRP	0	0
22499	9	35658286	35661500	NM_001195201	CCDC107	0	0
22500	9	35658286	35661500	NM_001195200	CCDC107	0	0
22501	9	35658286	35661500	NM_001195217	CCDC107	0	0
22502	9	35658286	35661500	NM_174923	CCDC107	0	0
22503	9	35659340	35665278	NM_032818	ARHGEF39	0	0
22504	9	35673914	35681154	NM_001216	CA9	0	0
22505	9	35681989	35690053	NM_001301226	TPM2	0	0
22506	9	35681989	35690053	NM_213674	TPM2	0	0
22507	9	35682922	35690053	NM_003289	TPM2	0	0
22508	9	35682922	35690053	NM_001301227	TPM2	0	0
22509	9	35697333	35732392	NM_006289	TLN1	0	0
22510	9	35710672	35710738	NR_106911	MIR6852	0	0
22511	9	35732316	35737005	NM_006368	CREB3	0	0
22512	9	35732918	35732992	NR_106912	MIR6853	0	0
22513	9	35736862	35749225	NM_020944	GBA2	0	0
22514	9	35749276	35753264	NM_001080496	RGP1	0	0
22515	9	35752987	35754274	NM_001044264	MSMP	0	0
22516	9	35792405	35809728	NM_003995	NPR2	0	0
22517	9	35807781	35812259	NM_172312	SPAG8	0	0
22518	9	35809806	35812259	NM_001039592	SPAG8	0	0
22519	9	35812956	35815042	NM_032593	HINT2	0	0
22520	9	35817013	35828744	NM_001012446	FAM221B	0	0
22521	9	35817013	35828744	NR_052026	FAM221B	0	0
22522	9	35829221	35847232	NM_016446	TMEM8B	0	0
22523	9	35829221	35854844	NM_001042589	TMEM8B	0	0
22524	9	35829494	35854844	NM_001042590	TMEM8B	0	0
22525	9	35860270	35865515	NR_024006	LINC00950	0	0
22526	9	35869459	35870398	NM_001004487	OR13J1	0	0
22527	9	35906188	35907138	NM_001039792	HRCT1	0	0
22528	9	35909479	35911617	NR_024283	LINC00961	0	0
22529	9	35957104	35958151	NM_019897	OR2S2	0	0
22530	9	36036909	36124452	NM_021111	RECK	0	0
22531	9	36136532	36163910	NM_022343	GLIPR2	0	0
22532	9	36136532	36163910	NR_104641	GLIPR2	0	0
22533	9	36136532	36163910	NM_001287012	GLIPR2	0	0
22534	9	36136532	36163910	NM_001287011	GLIPR2	0	0
22535	9	36136532	36163910	NM_001287010	GLIPR2	0	0
22536	9	36136532	36163910	NR_104640	GLIPR2	0	0
22537	9	36136532	36163910	NR_104639	GLIPR2	0	0
22538	9	36136532	36163910	NR_104638	GLIPR2	0	0
22539	9	36136532	36163910	NR_104637	GLIPR2	0	0
22540	9	36136781	36163910	NM_001287014	GLIPR2	0	0
22541	9	36136781	36163910	NM_001287013	GLIPR2	0	0
22542	9	36169388	36171331	NM_005893	CCIN	0	0
22543	9	36190852	36212059	NM_007096	CLTA	0	0
22544	9	36190852	36212059	NM_001076677	CLTA	0	0
22545	9	36190852	36212059	NM_001833	CLTA	0	0
22546	9	36190852	36212059	NM_001184762	CLTA	0	0
22547	9	36190852	36212059	NM_001184761	CLTA	0	0
22548	9	36190852	36212059	NM_001184760	CLTA	0	0
22549	9	36214438	36258496	NM_001190383	GNE	0	0
22550	9	36214438	36277053	NM_001190388	GNE	0	0
22551	9	36214438	36258496	NM_001190384	GNE	0	0
22552	9	36214438	36277053	NM_001128227	GNE	0	0
22553	9	36214438	36258496	NM_005476	GNE	0	0
22554	9	36336398	36400296	NM_022781	RNF38	0	0
22555	9	36336398	36400920	NM_194332	RNF38	0	0
22556	9	36336398	36401195	NM_194330	RNF38	0	0
22557	9	36336398	36400296	NM_194329	RNF38	0	0
22558	9	36336398	36400920	NM_194328	RNF38	0	0
22559	9	36572858	36677680	NM_001256687	MELK	0	0
22560	9	36572858	36677680	NM_014791	MELK	0	0
22561	9	36572858	36677680	NR_046337	MELK	0	0
22562	9	36572858	36677680	NM_001256689	MELK	0	0
22563	9	36572858	36677680	NM_001256685	MELK	0	0
22564	9	36572858	36677680	NM_001256690	MELK	0	0
22565	9	36572858	36677680	NM_001256688	MELK	0	0
22566	9	36572858	36677680	NM_001256691	MELK	0	0
22567	9	36572858	36677680	NM_001256693	MELK	0	0
22568	9	36572858	36677680	NM_001256692	MELK	0	0
22569	9	36823535	36823596	NR_039686	MIR4475	0	0
22570	9	36833271	37034476	NR_104000	PAX5	0	0
22571	9	36833271	37034476	NM_001280556	PAX5	0	0
22572	9	36833271	37034476	NM_001280555	PAX5	0	0
22573	9	36833271	37034476	NM_001280554	PAX5	0	0
22574	9	36833271	37034476	NM_001280553	PAX5	0	0
22575	9	36833271	37034476	NM_001280552	PAX5	0	0
22576	9	36833271	37034476	NM_001280551	PAX5	0	0
22577	9	36833271	37034476	NM_001280549	PAX5	0	0
22578	9	36833271	37034476	NM_001280548	PAX5	0	0
22579	9	36833271	37034476	NM_001280547	PAX5	0	0
22580	9	36833271	37034476	NM_001280550	PAX5	0	0
22581	9	36833271	37034476	NM_016734	PAX5	0	0
22582	9	36833271	37034476	NR_103999	PAX5	0	0
22583	9	36864250	36864305	NR_039766	MIR4540	0	0
22584	9	36893458	36893528	NR_039687	MIR4476	0	0
22585	9	37079892	37090398	NR_036592	EBLN3	0	0
22586	9	37120468	37358145	NM_032226	ZCCHC7	0	0
22587	9	37120468	37358145	NR_110317	ZCCHC7	0	0
22588	9	37120468	37358145	NM_001289119	ZCCHC7	0	0
22589	9	37120594	37358145	NM_001289121	ZCCHC7	0	0
22590	9	37120594	37358145	NM_001289120	ZCCHC7	0	0
22591	9	37422706	37436986	NM_012203	GRHPR	0	0
22592	9	37438099	37465407	NM_014872	ZBTB5	0	0
22593	9	37485931	37503694	NM_022490	POLR1E	0	0
22594	9	37485931	37503694	NM_001282766	POLR1E	0	0
22595	9	37510888	37576250	NM_012166	FBXO10	0	0
22596	9	37588411	37592636	NM_001134485	TOMM5	0	0
22597	9	37588411	37592636	NM_001134484	TOMM5	0	0
22598	9	37588411	37592636	NM_001001790	TOMM5	0	0
22599	9	37651051	37746901	NM_014907	FRMPD1	0	0
22600	9	37753799	37778969	NM_001286953	TRMT10B	0	0
22601	9	37753799	37778969	NM_144964	TRMT10B	0	0
22602	9	37753799	37778969	NM_001286952	TRMT10B	0	0
22603	9	37753799	37778969	NM_001286954	TRMT10B	0	0
22604	9	37753799	37778969	NM_001286951	TRMT10B	0	0
22605	9	37753799	37778969	NM_001286950	TRMT10B	0	0
22606	9	37753799	37778969	NR_104612	TRMT10B	0	0
22607	9	37779710	37785089	NM_001002269	EXOSC3	0	0
22608	9	37779710	37785089	NM_016042	EXOSC3	0	0
22609	9	37800550	37867665	NM_001286810	DCAF10	0	0
22610	9	37800782	37867665	NM_024345	DCAF10	0	0
22611	9	37877571	37904350	NR_024873	SLC25A51	0	0
22612	9	37877571	37904350	NR_024872	SLC25A51	0	0
22613	9	37887593	37904350	NM_033412	SLC25A51	0	0
22614	9	37915894	38069210	NM_003028	SHB	0	0
22615	9	38392660	38398662	NM_000692	ALDH1B1	0	0
22616	9	38406524	38424444	NM_001007563	IGFBPL1	0	0
22617	9	38540563	38545369	NR_047651	FAM95C	0	0
22618	9	38571360	38620360	NM_147195	ANKRD18A	0	0
22619	9	38621084	38623277	NR_027294	FAM201A	0	0
22620	9	39072763	39288300	NM_033655	CNTNAP3	0	0
22621	9	39355665	39361959	NM_001085452	SPATA31A1	0	0
22622	9	39371061	39376913	NR_026803	FAM74A1	0	0
22623	9	39443813	39464526	NR_003528	ZNF658B	0	0
22624	9	39884941	39891210	NM_001085452	SPATA31A1	0	0
22625	9	39900345	39906219	NR_026803	FAM74A1	0	0
22626	9	40700290	40706537	NM_001083124	SPATA31A3	0	0
22627	9	40715523	40722679	NR_026801	FAM74A3	0	0
22628	9	40771401	40792112	NM_033160	ZNF658	0	0
22629	9	41306132	41311985	NR_026803	FAM74A1	0	0
22630	9	41321106	41327364	NM_001113541	SPATA31A5	0	0
22631	9	41321109	41327364	NM_015667	SPATA31A7	0	0
22632	9	41500678	41506925	NM_001113541	SPATA31A5	0	0
22633	9	41500678	41506922	NM_015667	SPATA31A7	0	0
22634	9	41516053	41521999	NR_026803	FAM74A1	0	0
22635	9	41516053	41521999	NR_110999	FAM74A6	0	0
22636	9	41588832	41609544	NR_003528	ZNF658B	0	0
22637	9	41948513	41955177	NR_126046	GLIDR	0	0
22638	9	41952398	41955177	NR_015363	GLIDR	0	0
22639	9	41952705	41955177	NR_126045	GLIDR	0	0
22640	9	41952705	41955177	NR_126044	GLIDR	0	0
22641	9	41958801	42019584	NR_003670	KGFLP2	0	0
22642	9	42018870	42020413	NR_126048	LOC102724238	0	0
22643	9	42018874	42020413	NR_126049	LOC554249	0	0
22644	9	42368302	42411410	NM_001012421	ANKRD20A2	0	0
22645	9	42368336	42411863	NM_001012419	ANKRD20A3	0	0
22646	9	42468588	42474238	NR_026759	FAM95B1	0	0
22647	9	42493516	42498676	NR_121572	GXYLT1P3	0	0
22648	9	42718065	42719316	NM_199244	FOXD4L4	0	0
22649	9	42771707	42782614	NR_121570	LOC101928381	0	0
22650	9	42844369	42859085	NR_046175	LOC286297	0	0
22651	9	42858151	42893137	NR_026558	AQP7P3	0	0
22652	9	43003238	43008397	NR_121572	GXYLT1P3	0	0
22653	9	43027662	43033312	NR_026759	FAM95B1	0	0
22654	9	43089971	43133510	NM_001012419	ANKRD20A3	0	0
22655	9	43090424	43133544	NM_001012421	ANKRD20A2	0	0
22656	9	43140536	43145484	NR_027472	LOC642929	0	0
22657	9	43608372	43615527	NR_126166	FAM74A7	0	0
22658	9	43624501	43630730	NM_001145196	SPATA31A6	0	0
22659	9	43684884	43922473	NM_001201380	CNTNAP3B	0	0
22660	9	43685195	43921493	NR_111893	CNTNAP3P2	0	0
22661	9	44181510	44182719	NR_131213	XLOC_007697	0	0
22662	9	44384584	44391314	NR_121564	LOC101927827	0	0
22663	9	44401769	44403260	NR_126050	LOC103908605	0	0
22664	9	44990235	44991492	NR_027421	FAM27C	0	0
22665	9	45003233	45005290	NR_121606	LOC102723709	0	0
22666	9	46116942	46118709	NR_103714	FAM27E2	0	0
22667	9	46385603	46387373	NR_103714	FAM27E2	0	0
22668	9	46686628	46688167	NR_126049	LOC554249	0	0
22669	9	46686628	46688171	NR_126048	LOC102724238	0	0
22670	9	46687556	46746820	NR_003674	KGFLP1	0	0
22671	9	46687556	46746820	NR_047527	KGFLP1	0	0
22672	9	46763790	46833319	NR_046203	LINC01189	0	0
22673	9	46843668	46845159	NR_126050	LOC103908605	0	0
22674	9	65487272	65494386	NR_026802	FAM74A4	0	0
22675	9	65487272	65494386	NR_110998	FAM74A4	0	0
22676	9	65488295	65494240	NR_026803	FAM74A1	0	0
22677	9	65488295	65494240	NR_110999	FAM74A6	0	0
22678	9	65503362	65509610	NM_001113541	SPATA31A5	0	0
22679	9	65503365	65509610	NM_015667	SPATA31A7	0	0
22680	9	66457288	66469310	NR_121647	LINC01410	0	0
22681	9	66494268	66503030	NR_024496	PTGER4P2-CDK2AP2P2	0	0
22682	9	66513679	66553911	NR_122076	LOC403323	0	0
22683	9	66523813	66553911	NR_122077	LOC403323	0	0
22684	9	66553199	66555601	NR_126047	LOC728673	0	0
22685	9	66922966	66933829	NR_121570	LOC101928381	0	0
22686	9	67017374	67032072	NR_046175	LOC286297	0	0
22687	9	67270214	67289492	NR_002817	AQP7P1	0	0
22688	9	67779122	67781179	NR_121606	LOC102723709	0	0
22689	9	67784943	67786625	NR_103833	FAM27E3	0	0
22690	9	67792928	67794189	NR_027422	FAM27B	0	0
22691	9	67926760	67969840	NM_032250	ANKRD20A1	0	0
22692	9	67926794	67970293	NM_001012419	ANKRD20A3	0	0
22693	9	68415307	68415388	NR_039688	MIR4477A	0	0
22694	9	68415307	68415388	NR_039689	MIR4477B	0	0
22695	9	68427782	68454375	NR_033907	LOC642236	0	0
22696	9	68726540	68748376	NR_034006	LOC100132352	0	0
22697	9	69002238	69002321	NR_031629	MIR1299	0	0
22698	9	69065565	69087368	NR_034006	LOC100132352	0	0
22699	9	69080243	69147854	NR_002836	PGM5P2	0	0
22700	9	69174213	69181041	NR_015361	LOC440896	0	0
22701	9	69199479	69202204	NM_001085476	FOXD4L6	0	0
22702	9	69204537	69262593	NM_001085457	CBWD6	0	0
22703	9	69256633	69262630	NM_001286836	CBWD5	0	0
22704	9	69381980	69425109	NM_001098805	ANKRD20A4	0	0
22705	9	69651360	69664949	NR_024443	LOC100133920	0	0
22706	9	69746916	69757784	NR_121570	LOC101928381	0	0
22707	9	70175706	70178815	NM_001126334	FOXD4L5	0	0
22708	9	70364017	70374924	NR_121570	LOC101928381	0	0
22709	9	70427648	70428899	NM_199244	FOXD4L4	0	0
22710	9	70432003	70490211	NM_001024916	CBWD5	0	0
22711	9	70432003	70490211	NM_001286835	CBWD5	0	0
22712	9	70484215	70490211	NR_104600	CBWD5	0	0
22713	9	70484215	70490211	NM_001286836	CBWD5	0	0
22714	9	70856804	70862784	NM_001286836	CBWD5	0	0
22715	9	70856860	70914951	NM_001291821	CBWD3	0	0
22716	9	70856860	70914951	NM_201453	CBWD3	0	0
22717	9	70917782	70920000	NM_199135	FOXD4L3	0	0
22718	9	70970079	70972782	NR_015423	PGM5-AS1	0	0
22719	9	70970079	70972782	NR_121192	PGM5-AS1	0	0
22720	9	70970079	70972782	NR_121191	PGM5-AS1	0	0
22721	9	70971814	71145977	NM_021965	PGM5	0	0
22722	9	71151497	71155783	NM_153237	TMEM252	0	0
22723	9	71158456	71161518	NR_109769	LINC01506	0	0
22724	9	71320329	71624092	NM_003558	PIP5K1B	0	0
22725	9	71320329	71624092	NM_001278253	PIP5K1B	0	0
22726	9	71394963	71398609	NM_138333	FAM122A	0	0
22727	9	71568003	71590757	NR_110647	LOC101927069	0	0
22728	9	71627448	71629039	NM_002732	PRKACG	0	0
22729	9	71650478	71715094	NM_001161706	FXN	0	0
22730	9	71650478	71693993	NM_000144	FXN	0	0
22731	9	71650478	71693993	NM_181425	FXN	0	0
22732	9	71736179	71870124	NM_001170414	TJP2	0	0
22733	9	71788970	71870124	NM_004817	TJP2	0	0
22734	9	71788970	71864662	NM_001170630	TJP2	0	0
22735	9	71788970	71870124	NM_201629	TJP2	0	0
22736	9	71819926	71870124	NM_001170415	TJP2	0	0
22737	9	71820077	71870124	NM_001170416	TJP2	0	0
22738	9	71911596	71921972	NR_047671	BANCR	0	0
22739	9	71939487	72007370	NM_001127608	FAM189A2	0	0
22740	9	71944240	72007370	NM_004816	FAM189A2	0	0
22741	9	72042448	72287275	NM_001163	APBA1	0	0
22742	9	72324437	72374876	NM_001099666	PTAR1	0	0
22743	9	72434320	72435655	NR_038833	C9orf135-AS1	0	0
22744	9	72435730	72521148	NM_001010940	C9orf135	0	0
22745	9	72658496	72841888	NM_153267	MAMDC2	0	0
22746	9	72658496	72841888	NR_125850	MAMDC2	0	0
22747	9	72768049	72790804	NR_040076	MAMDC2-AS1	0	0
22748	9	72830974	72873790	NR_039990	SMC5-AS1	0	0
22749	9	72873877	72969789	NM_015110	SMC5	0	0
22750	9	72999512	73029573	NM_001206	KLF9	0	0
22751	9	73149965	73736514	NM_001007471	TRPM3	0	0
22752	9	73149965	73483974	NM_206946	TRPM3	0	0
22753	9	73149965	73483974	NM_024971	TRPM3	0	0
22754	9	73149965	73483974	NM_206944	TRPM3	0	0
22755	9	73149965	73483974	NM_206947	TRPM3	0	0
22756	9	73149965	73483974	NM_206945	TRPM3	0	0
22757	9	73149965	73483974	NM_020952	TRPM3	0	0
22758	9	73398777	73483974	NM_001007470	TRPM3	0	0
22759	9	73398777	73483974	NM_206948	TRPM3	0	0
22760	9	73424890	73425000	NR_029621	MIR204	0	0
22761	9	74298281	74383800	NM_013390	TMEM2	0	0
22762	9	74298281	74383800	NM_001135820	TMEM2	0	0
22763	9	74477367	74526148	NM_016014	ABHD17B	0	0
22764	9	74480067	74526148	NM_001025780	ABHD17B	0	0
22765	9	74526422	74588371	NM_182505	C9orf85	0	0
22766	9	74666296	74675521	NM_001128618	C9orf57	0	0
22767	9	74729510	74867140	NM_001242507	GDA	0	0
22768	9	74764266	74867140	NM_001242506	GDA	0	0
22769	9	74764266	74867140	NM_001242505	GDA	0	0
22770	9	74764266	74867140	NM_004293	GDA	0	0
22771	9	74920351	74930384	NR_110953	LINC01504	0	0
22772	9	74920351	74958126	NR_110952	LINC01504	0	0
22773	9	74966340	74980163	NM_001102420	ZFAND5	0	0
22774	9	74966340	74980163	NM_001102421	ZFAND5	0	0
22775	9	74966340	74980163	NM_006007	ZFAND5	0	0
22776	9	74966340	74979508	NM_001278245	ZFAND5	0	0
22777	9	74966340	74979508	NM_001278244	ZFAND5	0	0
22778	9	74966340	74979508	NM_001278243	ZFAND5	0	0
22779	9	75136716	75451267	NM_138691	TMC1	0	0
22780	9	75486644	75489025	NR_121181	LINC01474	0	0
22781	9	75486644	75489025	NR_121180	LINC01474	0	0
22782	9	75486644	75489025	NR_121120	LINC01474	0	0
22783	9	75515577	75568233	NM_000689	ALDH1A1	0	0
22784	9	75766646	75785310	NM_000700	ANXA1	0	0
22785	9	76368039	77204569	NR_106746	MIR6130	0	0
22786	9	76986446	76998446	NR_121182	LOC101927358	0	0
22787	9	77088350	77113469	NR_125791	RORB-AS1	0	0
22788	9	77112251	77302117	NM_006914	RORB	0	0
22789	9	77337410	77502263	NM_001177311	TRPM6	0	0
22790	9	77337410	77502636	NM_001177310	TRPM6	0	0
22791	9	77337410	77503010	NM_017662	TRPM6	0	0
22792	9	77561498	77567802	NM_017998	C9orf40	0	0
22793	9	77567880	77612296	NR_121183	C9orf41-AS1	0	0
22794	9	77597872	77643310	NM_152420	C9orf41	0	0
22795	9	77676115	77703133	NM_001127603	NMRK1	0	0
22796	9	77676115	77703133	NM_017881	NMRK1	0	0
22797	9	77676115	77703133	NR_023352	NMRK1	0	0
22798	9	77703397	77762114	NM_012383	OSTF1	0	0
22799	9	78118511	78338744	NR_031679	MIR548H3	0	0
22800	9	78505559	78977255	NM_001190482	PCSK5	0	0
22801	9	78505559	78810805	NM_006200	PCSK5	0	0
22802	9	78505559	78810805	NR_120409	PCSK5	0	0
22803	9	79000432	79009444	NM_018339	RFK	0	0
22804	9	79013514	79014954	NR_026890	RPSAP9	0	0
22805	9	79056581	79122332	NM_001097634	GCNT1	0	0
22806	9	79074067	79122332	NM_001097633	GCNT1	0	0
22807	9	79074067	79122332	NM_001490	GCNT1	0	0
22808	9	79093256	79122332	NM_001097635	GCNT1	0	0
22809	9	79115548	79122332	NM_001097636	GCNT1	0	0
22810	9	79226291	79521003	NM_015225	PRUNE2	0	0
22811	9	79379353	79402465	NR_015342	PCA3	0	0
22812	9	79634570	79635869	NM_001013735	FOXB2	0	0
22813	9	79791671	79792833	NR_026668	VPS13A-AS1	0	0
22814	9	79792360	79997921	NM_001018038	VPS13A	0	0
22815	9	79792360	80032399	NM_001018037	VPS13A	0	0
22816	9	79792360	80032399	NM_033305	VPS13A	0	0
